Date;Hour;Power
2018-10-14;6:00:00;85.25
2018-10-14;7:00:00;93.75
2018-10-14;8:00:00;91.75
2018-10-14;9:00:00;82.0
2018-10-14;10:00:00;88.25
2018-10-14;11:00:00;96.25
2018-10-14;12:00:00;114.0
2018-10-14;13:00:00;122.0
2018-10-14;14:00:00;122.25
2018-10-14;15:00:00;116.25
2018-10-14;16:00:00;110.75
2018-10-14;17:00:00;117.25
2018-10-14;18:00:00;114.5
2018-10-14;19:00:00;131.25
2018-10-14;20:00:00;157.75
2018-10-14;21:00:00;154.5
2018-10-14;22:00:00;149.0
2018-10-14;23:00:00;137.5
2018-10-15;0:00:00;128.0
2018-10-15;1:00:00;109.5
2018-10-15;2:00:00;95.75
2018-10-15;3:00:00;91.75
2018-10-15;4:00:00;89.0
2018-10-15;5:00:00;88.0
2018-10-15;6:00:00;84.5
2018-10-15;7:00:00;89.75
2018-10-15;8:00:00;89.75
2018-10-15;9:00:00;81.5
2018-10-15;10:00:00;95.0
2018-10-15;11:00:00;106.5
2018-10-15;12:00:00;105.5
2018-10-15;13:00:00;97.5
2018-10-15;14:00:00;96.25
2018-10-15;15:00:00;106.25
2018-10-15;16:00:00;109.75
2018-10-15;17:00:00;112.0
2018-10-15;18:00:00;114.0
2018-10-15;19:00:00;135.0
2018-10-15;20:00:00;164.25
2018-10-15;21:00:00;166.75
2018-10-15;22:00:00;147.25
2018-10-15;23:00:00;126.5
2018-10-16;0:00:00;117.0
2018-10-16;1:00:00;108.25
2018-10-16;2:00:00;98.0
2018-10-16;3:00:00;90.75
2018-10-16;4:00:00;80.25
2018-10-16;5:00:00;80.75
2018-10-16;6:00:00;94.5
2018-10-16;7:00:00;111.0
2018-10-16;8:00:00;106.5
2018-10-16;9:00:00;108.25
2018-10-16;10:00:00;127.5
2018-10-16;11:00:00;135.5
2018-10-16;12:00:00;139.0
2018-10-16;13:00:00;127.5
2018-10-16;14:00:00;126.5
2018-10-16;15:00:00;126.5
2018-10-16;16:00:00;116.25
2018-10-16;17:00:00;124.25
2018-10-16;18:00:00;125.5
2018-10-16;19:00:00;125.5
2018-10-16;20:00:00;163.5
2018-10-16;21:00:00;175.5
2018-10-16;22:00:00;154.5
2018-10-16;23:00:00;152.75
2018-10-17;0:00:00;143.25
2018-10-17;1:00:00;117.25
2018-10-17;2:00:00;111.0
2018-10-17;3:00:00;98.5
2018-10-17;4:00:00;96.25
2018-10-17;5:00:00;93.75
2018-10-17;6:00:00;90.0
2018-10-17;7:00:00;96.25
2018-10-17;8:00:00;118.5
2018-10-17;9:00:00;119.0
2018-10-17;10:00:00;113.25
2018-10-17;11:00:00;121.0
2018-10-17;12:00:00;134.25
2018-10-17;13:00:00;138.0
2018-10-17;14:00:00;124.5
2018-10-17;15:00:00;126.25
2018-10-17;16:00:00;125.0
2018-10-17;17:00:00;121.25
2018-10-17;18:00:00;122.0
2018-10-17;19:00:00;126.25
2018-10-17;20:00:00;163.75
2018-10-17;21:00:00;162.5
2018-10-17;22:00:00;162.0
