Date;Hour;GHI;DHI;DFHI;Temperature;BT;RT;DT;IT_lat;BT-5;RT-5;DT-5;IT_lat-5;BT-10;RT-10;DT-10;IT_lat-10;BT-15;RT-15;DT-15;IT_lat-15;BT+5;RT+5;DT+5;IT_lat+5;BT+10;RT+10;DT+10;IT_lat+10;BT+15;RT+15;DT+15;IT_lat+15;Tcell;Energy
2015-01-01;00:00:00;0.0;0.0;0.0;8.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.55;0.0
2015-01-01;01:00:00;0.0;0.0;0.0;8.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.46;0.0
2015-01-01;02:00:00;0.0;0.0;0.0;8.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.34;0.0
2015-01-01;03:00:00;0.0;0.0;0.0;7.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.85;0.0
2015-01-01;04:00:00;0.0;0.0;0.0;7.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.32;0.0
2015-01-01;05:00:00;0.0;0.0;0.0;6.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.75;0.0
2015-01-01;06:00:00;77.86;45.64;32.22;7.74;36.78;2.29;29.81;68.89;38.8;1.83;29.1;69.73;40.57;1.42;28.41;70.4;42.08;1.05;27.81;70.94;34.54;2.8;30.45;67.78;32.08;3.34;30.92;66.34;29.44;3.91;31.14;64.49;9.48;0.02
2015-01-01;07:00:00;106.86;0.0;106.86;8.73;0.0;3.15;91.11;94.26;0.0;2.52;94.27;96.79;0.0;1.95;97.12;99.07;0.0;1.45;99.63;101.08;0.0;3.84;87.67;91.51;0.0;4.58;83.96;88.54;0.0;5.37;80.02;85.39;11.11;0.03
2015-01-01;08:00:00;230.82;25.98;204.84;9.7;20.94;6.8;181.36;209.1;22.08;5.44;184.37;211.9;23.09;4.21;186.99;214.29;23.95;3.12;189.32;216.4;19.66;8.29;177.82;205.77;18.26;9.89;173.61;201.76;16.76;11.59;168.6;196.95;14.98;0.06
2015-01-01;09:00:00;385.6;92.06;293.54;10.96;74.19;11.37;260.24;345.8;78.26;9.09;260.57;347.91;81.83;7.03;260.6;349.46;84.88;5.22;260.68;350.77;69.67;13.85;259.21;342.73;64.71;16.53;257.04;338.28;59.37;19.37;253.32;332.06;19.69;0.1
2015-01-01;10:00:00;228.94;31.18;197.76;12.14;25.13;6.75;178.78;210.66;26.5;5.39;181.18;213.08;27.71;4.17;183.23;215.11;28.75;3.1;185.05;216.9;23.6;8.22;175.87;207.69;21.92;9.81;172.28;204.01;20.11;11.5;167.85;199.46;17.46;0.06
2015-01-01;11:00:00;282.7;53.2;229.5;13.23;42.88;8.33;210.07;261.28;45.22;6.66;211.52;263.4;47.29;5.16;212.65;265.09;49.05;3.82;213.68;266.55;40.26;10.16;208.03;258.45;37.4;12.12;205.14;254.65;34.31;14.2;201.11;249.62;19.83;0.08
2015-01-01;12:00:00;318.68;69.8;248.88;14.22;56.25;9.39;228.75;294.4;59.33;7.51;229.53;296.37;62.04;5.81;230.01;297.86;64.36;4.31;230.47;299.14;52.82;11.45;227.35;291.62;49.07;13.66;224.98;287.7;45.02;16.01;221.29;282.31;21.66;0.09
2015-01-01;13:00:00;278.28;52.66;225.62;15.28;42.44;8.2;207.12;257.76;44.76;6.56;208.52;259.84;46.81;5.07;209.61;261.49;48.55;3.76;210.61;262.92;39.85;10.0;205.14;254.99;37.02;11.93;202.31;251.25;33.96;13.98;198.36;246.3;21.79;0.08
2015-01-01;14:00:00;266.8;47.74;219.06;16.35;38.48;7.86;200.4;246.73;40.58;6.29;202.0;248.87;42.43;4.87;203.28;250.58;44.02;3.61;204.44;252.07;36.13;9.58;198.23;243.94;33.56;11.43;195.26;240.25;30.79;13.4;191.23;235.42;22.58;0.07
2015-01-01;15:00:00;235.7;35.0;200.7;16.0;28.21;6.95;181.97;217.12;29.75;5.55;184.11;219.42;31.11;4.3;185.92;221.33;32.27;3.19;187.54;223.0;26.49;8.47;179.3;214.26;24.6;10.1;175.93;210.64;22.57;11.84;171.67;206.09;21.48;0.06
2015-01-01;16:00:00;687.92;265.14;422.78;15.64;213.68;20.28;316.2;550.16;225.39;16.21;312.45;554.05;235.67;12.54;308.62;556.84;244.46;9.31;305.32;559.09;200.65;24.71;319.14;544.5;186.38;29.48;320.52;536.39;171.0;34.55;319.61;525.16;29.54;0.17
2015-01-01;17:00:00;474.14;135.4;338.74;15.28;109.12;13.98;276.48;399.58;115.1;11.17;275.54;401.81;120.35;8.65;274.37;403.37;124.84;6.41;273.39;404.65;102.47;17.03;276.69;396.19;95.18;20.32;275.64;391.14;87.33;23.81;272.81;383.95;25.37;0.12
2015-01-01;18:00:00;275.9;40.66;235.24;13.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.6;0.0
2015-01-01;19:00:00;236.9;183.74;53.16;12.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.82;0.0
2015-01-01;20:00:00;66.94;38.12;28.82;12.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.16;0.0
2015-01-01;21:00:00;0.0;0.0;0.0;11.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.35;0.0
2015-01-01;22:00:00;0.0;0.0;0.0;10.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.71;0.0
2015-01-01;23:00:00;0.0;0.0;0.0;10.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.23;0.0
2015-01-02;00:00:00;0.0;0.0;0.0;9.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.17;0.0
2015-01-02;01:00:00;0.0;0.0;0.0;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.9;0.0
2015-01-02;02:00:00;0.0;0.0;0.0;8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.6;0.0
2015-01-02;03:00:00;0.0;0.0;0.0;8.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.31;0.0
2015-01-02;04:00:00;0.0;0.0;0.0;7.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.99;0.0
2015-01-02;05:00:00;0.0;0.0;0.0;7.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.63;0.0
2015-01-02;06:00:00;79.28;49.24;30.04;8.22;39.68;2.34;27.58;69.6;41.86;1.87;26.88;70.61;43.77;1.45;26.2;71.42;45.4;1.07;25.61;72.09;37.26;2.85;28.21;68.32;34.61;3.4;28.69;66.7;31.76;3.98;28.93;64.67;9.98;0.02
2015-01-02;07:00:00;255.26;204.44;50.82;9.17;164.76;7.52;35.28;207.57;173.79;6.01;34.19;214.0;181.71;4.65;33.15;219.52;188.49;3.45;32.24;224.18;154.71;9.17;36.28;200.16;143.71;10.94;37.08;191.73;131.85;12.82;37.55;182.22;14.41;0.06
2015-01-02;08:00:00;450.8;388.58;62.22;10.1;313.17;13.29;34.46;360.92;330.32;10.62;33.37;374.31;345.38;8.22;32.31;385.92;358.27;6.1;31.4;395.77;294.06;16.19;35.48;345.74;273.15;19.32;36.29;328.76;250.61;22.64;36.78;310.04;19.22;0.11
2015-01-02;09:00:00;640.02;570.5;69.52;11.59;459.78;18.86;32.26;510.9;484.96;15.08;31.22;531.26;507.08;11.67;30.22;548.98;526.0;8.66;29.35;564.01;431.74;22.99;33.22;487.94;401.03;27.43;33.99;462.45;367.94;32.15;34.46;434.55;24.49;0.15
2015-01-02;10:00:00;805.44;731.14;74.3;13.01;589.25;23.74;30.16;643.15;621.52;18.98;29.18;669.68;649.87;14.69;28.25;692.8;674.11;10.9;27.43;712.44;553.3;28.93;31.06;613.29;513.96;34.52;31.79;580.26;471.54;40.45;32.23;544.23;29.25;0.2
2015-01-02;11:00:00;933.28;856.08;77.2;14.33;689.94;27.51;27.8;745.25;727.72;21.99;26.9;776.62;760.92;17.02;26.03;803.97;789.31;12.63;25.28;827.21;647.85;33.53;28.63;710.01;601.78;40.0;29.31;671.09;552.12;46.88;29.72;628.72;33.15;0.23
2015-01-02;12:00:00;1013.62;935.1;78.52;16.98;753.63;29.88;25.61;809.11;794.89;23.89;24.78;843.56;831.15;18.48;23.98;873.61;862.16;13.71;23.28;899.16;707.65;36.41;26.38;770.44;657.33;43.44;27.0;727.77;603.09;50.91;27.38;681.37;37.42;0.26
2015-01-02;13:00:00;997.8;504.12;493.68;18.25;406.29;29.41;327.17;762.86;428.53;23.51;320.73;772.77;448.08;18.2;314.38;780.66;464.8;13.5;308.87;787.17;381.5;35.84;332.81;750.15;354.37;42.76;336.72;733.85;325.13;50.12;337.99;713.23;37.52;0.24
2015-01-02;14:00:00;948.52;465.08;483.44;19.53;374.82;27.96;325.1;727.88;395.35;22.35;318.98;736.68;413.38;17.3;312.93;743.61;428.8;12.83;307.68;749.32;351.96;34.07;330.43;716.46;326.93;40.65;334.04;701.62;299.95;47.64;335.06;682.65;37.91;0.23
2015-01-02;15:00:00;821.74;370.14;451.6;18.65;298.31;24.22;321.45;643.98;314.64;19.36;316.18;650.19;328.99;14.98;310.94;654.92;341.27;11.12;306.39;658.78;280.11;29.52;325.92;635.55;260.19;35.22;328.73;624.14;238.72;41.27;329.06;609.05;34.91;0.2
2015-01-02;16:00:00;425.02;121.32;303.7;17.76;97.78;12.53;264.86;375.16;103.13;10.02;263.96;377.1;107.83;7.75;262.84;378.43;111.86;5.75;261.91;379.52;91.81;15.27;265.06;372.13;85.28;18.22;264.04;367.54;78.24;21.35;261.33;360.92;27.24;0.11
2015-01-02;17:00:00;297.96;56.54;241.42;16.88;45.57;8.78;213.2;267.55;48.06;7.02;214.63;269.71;50.25;5.43;215.74;271.43;52.13;4.03;216.75;272.91;42.79;10.7;211.17;264.66;39.74;12.77;208.27;260.79;36.47;14.97;204.22;255.65;23.64;0.08
2015-01-02;18:00:00;177.98;12.46;165.52;14.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.51;0.0
2015-01-02;19:00:00;124.16;0.4;123.76;13.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.16;0.0
2015-01-02;20:00:00;27.22;6.88;20.34;11.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.93;0.0
2015-01-02;21:00:00;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.8;0.0
2015-01-02;22:00:00;0.0;0.0;0.0;9.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.84;0.0
2015-01-02;23:00:00;0.0;0.0;0.0;9.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.05;0.0
2015-01-03;00:00:00;0.0;0.0;0.0;7.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.79;0.0
2015-01-03;01:00:00;0.0;0.0;0.0;7.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.04;0.0
2015-01-03;02:00:00;0.0;0.0;0.0;6.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.25;0.0
2015-01-03;03:00:00;0.0;0.0;0.0;6.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.65;0.0
2015-01-03;04:00:00;0.0;0.0;0.0;7.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.01;0.0
2015-01-03;05:00:00;0.0;0.0;0.0;7.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.33;0.0
2015-01-03;06:00:00;69.62;38.18;31.44;7.93;30.77;2.05;29.74;62.56;32.46;1.64;29.09;63.18;33.94;1.27;28.45;63.65;35.2;0.94;27.89;64.03;28.89;2.5;30.32;61.72;26.84;2.98;30.74;60.57;24.62;3.5;30.92;59.04;9.51;0.02
2015-01-03;07:00:00;104.92;0.0;104.92;8.48;0.0;3.09;89.46;92.55;0.0;2.47;92.56;95.03;0.0;1.91;95.35;97.27;0.0;1.42;97.82;99.24;0.0;3.77;86.08;89.84;0.0;4.5;82.44;86.93;0.0;5.27;78.57;83.84;10.82;0.03
2015-01-03;08:00:00;231.46;24.14;207.32;9.0;19.46;6.82;183.12;209.4;20.52;5.45;186.38;212.36;21.46;4.22;189.23;214.9;22.26;3.13;191.75;217.14;18.27;8.31;179.33;205.91;16.97;9.92;174.87;201.76;15.57;11.63;169.64;196.83;14.29;0.06
2015-01-03;09:00:00;391.5;89.98;301.52;10.04;72.52;11.54;266.61;350.67;76.49;9.23;267.2;352.92;79.98;7.14;267.47;354.59;82.96;5.3;267.76;356.01;68.09;14.06;265.3;347.46;63.25;16.78;262.83;342.86;58.03;19.66;258.81;336.5;18.9;0.1
2015-01-03;10:00:00;323.7;65.34;258.36;11.01;52.66;9.54;234.36;296.56;55.54;7.63;235.61;298.78;58.08;5.9;236.52;300.5;60.24;4.38;237.37;301.99;49.45;11.63;232.47;293.55;45.93;13.87;229.6;289.4;42.14;16.26;225.43;283.83;18.5;0.09
2015-01-03;11:00:00;404.78;104.94;299.84;11.88;84.57;11.93;271.73;368.24;89.21;9.54;271.5;370.25;93.27;7.38;271.01;371.66;96.75;5.48;270.62;372.85;79.42;14.54;271.23;365.19;73.77;17.35;269.52;360.64;67.68;20.33;266.14;354.15;21.18;0.11
2015-01-03;12:00:00;459.36;134.1;325.26;12.47;108.08;13.54;292.99;414.61;113.99;10.82;291.82;416.64;119.19;8.38;290.42;417.99;123.64;6.21;289.24;419.1;101.48;16.5;293.39;411.38;94.27;19.69;292.45;406.4;86.49;23.07;289.6;399.16;22.94;0.12
2015-01-03;13:00:00;264.2;44.42;219.78;13.08;35.8;7.79;200.85;244.44;37.76;6.23;202.73;246.71;39.48;4.82;204.26;248.56;40.96;3.57;205.64;250.17;33.62;9.49;198.42;241.52;31.23;11.32;195.18;237.73;28.65;13.27;190.91;232.83;19.25;0.07
2015-01-03;14:00:00;253.44;40.08;213.36;13.69;32.3;7.47;194.29;234.06;34.07;5.97;196.35;236.39;35.62;4.62;198.05;238.3;36.95;3.43;199.59;239.97;30.33;9.1;191.69;231.13;28.17;10.86;188.32;227.36;25.85;12.73;183.98;222.56;19.6;0.07
2015-01-03;15:00:00;223.76;28.78;194.98;14.12;23.19;6.6;175.85;205.64;24.46;5.27;178.39;208.12;25.58;4.08;180.56;210.23;26.54;3.03;182.51;212.07;21.78;8.04;172.81;202.63;20.23;9.59;169.11;198.93;18.56;11.24;164.59;194.39;19.31;0.06
2015-01-03;16:00:00;360.16;80.74;279.42;14.56;65.07;10.62;248.67;324.36;68.63;8.49;249.38;326.5;71.76;6.57;249.77;328.1;74.44;4.87;250.16;329.47;61.1;12.94;247.29;321.33;56.76;15.44;244.85;317.04;52.07;18.09;240.96;311.12;22.75;0.1
2015-01-03;17:00:00;252.78;34.52;218.26;14.99;27.82;7.45;193.4;228.67;29.34;5.96;195.98;231.28;30.68;4.61;198.19;233.48;31.83;3.42;200.15;235.4;26.12;9.08;190.26;225.47;24.27;10.83;186.39;221.49;22.26;12.7;181.6;216.56;20.77;0.07
2015-01-03;18:00:00;151.0;5.04;145.96;14.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.81;0.0
2015-01-03;19:00:00;222.02;164.36;57.66;14.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.17;0.0
2015-01-03;20:00:00;60.64;30.72;29.92;13.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.64;0.0
2015-01-03;21:00:00;0.0;0.0;0.0;12.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.86;0.0
2015-01-03;22:00:00;0.0;0.0;0.0;12.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.26;0.0
2015-01-03;23:00:00;0.0;0.0;0.0;11.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.82;0.0
2015-01-04;00:00:00;0.0;0.0;0.0;12.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.55;0.0
2015-01-04;01:00:00;0.0;0.0;0.0;12.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.23;0.0
2015-01-04;02:00:00;0.0;0.0;0.0;11.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.88;0.0
2015-01-04;03:00:00;0.0;0.0;0.0;11.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.35;0.0
2015-01-04;04:00:00;0.0;0.0;0.0;10.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.79;0.0
2015-01-04;05:00:00;0.0;0.0;0.0;10.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.19;0.0
2015-01-04;06:00:00;66.96;36.1;30.86;9.89;29.09;1.97;29.37;60.44;30.69;1.58;28.74;61.01;32.09;1.22;28.12;61.43;33.28;0.91;27.58;61.77;27.32;2.41;29.93;59.66;25.38;2.87;30.34;58.58;23.28;3.36;30.5;57.14;11.42;0.02
2015-01-04;07:00:00;118.52;0.0;118.52;10.61;0.0;3.49;101.05;104.55;0.0;2.79;104.56;107.35;0.0;2.16;107.71;109.88;0.0;1.6;110.5;112.11;0.0;4.26;97.23;101.49;0.0;5.08;93.12;98.2;0.0;5.95;88.76;94.71;13.25;0.03
2015-01-04;08:00:00;267.94;36.14;231.8;11.31;29.13;7.9;204.97;241.99;30.72;6.31;207.75;244.79;32.12;4.89;210.13;247.14;33.32;3.62;212.25;249.2;27.35;9.62;201.6;238.57;25.4;11.48;197.44;234.33;23.31;13.46;192.33;229.1;17.42;0.07
2015-01-04;09:00:00;460.1;124.98;335.12;12.21;100.73;13.56;289.87;404.16;106.24;10.84;289.27;406.36;111.09;8.39;288.41;407.89;115.23;6.22;287.7;409.16;94.58;16.53;289.7;400.81;87.85;19.72;288.22;395.79;80.6;23.11;284.92;388.63;22.42;0.12
2015-01-04;10:00:00;139.22;5.7;133.52;13.05;4.59;4.1;116.5;125.2;4.85;3.28;119.71;127.84;5.07;2.54;122.58;130.18;5.26;1.88;125.11;132.25;4.31;5.0;112.94;122.25;4.01;5.97;109.0;118.98;3.68;6.99;104.69;115.36;16.21;0.04
2015-01-04;11:00:00;170.82;13.74;157.08;13.79;11.07;5.03;139.74;155.85;11.68;4.03;142.71;158.42;12.21;3.11;145.34;160.67;12.67;2.31;147.67;162.65;10.4;6.14;136.35;152.88;9.66;7.32;132.47;149.45;8.86;8.58;128.05;145.49;17.73;0.05
2015-01-04;12:00:00;192.06;20.36;171.7;14.12;16.41;5.66;154.42;176.49;17.31;4.53;157.13;178.96;18.1;3.5;159.49;181.09;18.77;2.6;161.59;182.96;15.41;6.9;151.26;173.56;14.31;8.23;147.54;170.08;13.13;9.65;143.15;165.93;18.58;0.05
2015-01-04;13:00:00;163.0;12.18;150.82;14.59;9.82;4.8;133.92;148.54;10.35;3.84;136.89;151.08;10.83;2.97;139.51;153.31;11.23;2.21;141.84;155.28;9.22;5.86;130.55;145.62;8.56;6.99;126.73;142.27;7.86;8.19;122.39;138.43;18.34;0.04
2015-01-04;14:00:00;157.04;10.58;146.46;15.06;8.53;4.63;129.55;142.71;8.99;3.7;132.57;145.26;9.4;2.86;135.25;147.51;9.75;2.12;137.62;149.5;8.01;5.64;126.15;139.79;7.44;6.73;122.3;136.47;6.82;7.89;117.98;132.69;18.66;0.04
2015-01-04;15:00:00;139.98;6.38;133.6;15.33;5.14;4.13;116.86;126.12;5.42;3.3;119.98;128.71;5.67;2.55;122.78;131.0;5.88;1.89;125.25;133.03;4.83;5.03;113.37;123.23;4.48;6.0;109.51;119.99;4.11;7.03;105.26;116.4;18.52;0.04
2015-01-04;16:00:00;302.76;59.2;243.56;15.6;47.71;8.92;219.17;275.8;50.32;7.13;220.49;277.95;52.62;5.52;221.49;279.63;54.58;4.1;222.41;281.09;44.8;10.88;217.24;272.91;41.61;12.98;214.4;268.99;38.18;15.21;210.36;263.75;22.57;0.08
2015-01-04;17:00:00;215.2;24.26;190.94;15.87;19.55;6.34;169.34;195.23;20.62;5.07;172.15;197.84;21.56;3.92;174.59;200.08;22.37;2.91;176.77;202.05;18.36;7.73;166.04;192.13;17.05;9.22;162.11;188.39;15.65;10.81;157.44;183.9;20.8;0.06
2015-01-04;18:00:00;130.84;2.5;128.34;16.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.6;0.0
2015-01-04;19:00:00;109.94;0.0;109.94;15.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.4;0.0
