Date;Hour;GHI;DHI;DFHI;Temperature
2015-01-01;00:00:00;0.00;0.00;0.00;8.55
2015-01-01;01:00:00;0.00;0.00;0.00;8.46
2015-01-01;02:00:00;0.00;0.00;0.00;8.34
2015-01-01;03:00:00;0.00;0.00;0.00;7.85
2015-01-01;04:00:00;0.00;0.00;0.00;7.32
2015-01-01;05:00:00;0.00;0.00;0.00;6.75
2015-01-01;06:00:00;77.86;45.64;32.22;7.74
2015-01-01;07:00:00;106.86;0.00;106.86;8.73
2015-01-01;08:00:00;230.82;25.98;204.84;9.70
2015-01-01;09:00:00;385.60;92.06;293.54;10.96
2015-01-01;10:00:00;228.94;31.18;197.76;12.14
2015-01-01;11:00:00;282.70;53.20;229.50;13.23
2015-01-01;12:00:00;318.68;69.80;248.88;14.22
2015-01-01;13:00:00;278.28;52.66;225.62;15.28
2015-01-01;14:00:00;266.80;47.74;219.06;16.35
2015-01-01;15:00:00;235.70;35.00;200.70;16.00
2015-01-01;16:00:00;687.92;265.14;422.78;15.64
2015-01-01;17:00:00;474.14;135.40;338.74;15.28
2015-01-01;18:00:00;275.90;40.66;235.24;13.60
2015-01-01;19:00:00;236.90;183.74;53.16;12.82
2015-01-01;20:00:00;66.94;38.12;28.82;12.16
2015-01-01;21:00:00;0.00;0.00;0.00;11.35
2015-01-01;22:00:00;0.00;0.00;0.00;10.71
2015-01-01;23:00:00;0.00;0.00;0.00;10.23
2015-01-02;00:00:00;0.00;0.00;0.00;9.17
2015-01-02;01:00:00;0.00;0.00;0.00;8.90
2015-01-02;02:00:00;0.00;0.00;0.00;8.60
2015-01-02;03:00:00;0.00;0.00;0.00;8.31
2015-01-02;04:00:00;0.00;0.00;0.00;7.99
2015-01-02;05:00:00;0.00;0.00;0.00;7.63
2015-01-02;06:00:00;79.28;49.24;30.04;8.22
2015-01-02;07:00:00;255.26;204.44;50.82;9.17
2015-01-02;08:00:00;450.80;388.58;62.22;10.10
2015-01-02;09:00:00;640.02;570.50;69.52;11.59
2015-01-02;10:00:00;805.44;731.14;74.30;13.01
2015-01-02;11:00:00;933.28;856.08;77.20;14.33
2015-01-02;12:00:00;1013.62;935.10;78.52;16.98
2015-01-02;13:00:00;997.80;504.12;493.68;18.25
2015-01-02;14:00:00;948.52;465.08;483.44;19.53
2015-01-02;15:00:00;821.74;370.14;451.60;18.65
2015-01-02;16:00:00;425.02;121.32;303.70;17.76
2015-01-02;17:00:00;297.96;56.54;241.42;16.88
2015-01-02;18:00:00;177.98;12.46;165.52;14.51
2015-01-02;19:00:00;124.16;0.40;123.76;13.16
2015-01-02;20:00:00;27.22;6.88;20.34;11.93
2015-01-02;21:00:00;0.00;0.00;0.00;10.80
2015-01-02;22:00:00;0.00;0.00;0.00;9.84
2015-01-02;23:00:00;0.00;0.00;0.00;9.05
2015-01-03;00:00:00;0.00;0.00;0.00;7.79
2015-01-03;01:00:00;0.00;0.00;0.00;7.04
2015-01-03;02:00:00;0.00;0.00;0.00;6.25
2015-01-03;03:00:00;0.00;0.00;0.00;6.65
2015-01-03;04:00:00;0.00;0.00;0.00;7.01
2015-01-03;05:00:00;0.00;0.00;0.00;7.33
2015-01-03;06:00:00;69.62;38.18;31.44;7.93
2015-01-03;07:00:00;104.92;0.00;104.92;8.48
2015-01-03;08:00:00;231.46;24.14;207.32;9.00
2015-01-03;09:00:00;391.50;89.98;301.52;10.04
2015-01-03;10:00:00;323.70;65.34;258.36;11.01
2015-01-03;11:00:00;404.78;104.94;299.84;11.88
2015-01-03;12:00:00;459.36;134.10;325.26;12.47
2015-01-03;13:00:00;264.20;44.42;219.78;13.08
2015-01-03;14:00:00;253.44;40.08;213.36;13.69
2015-01-03;15:00:00;223.76;28.78;194.98;14.12
2015-01-03;16:00:00;360.16;80.74;279.42;14.56
2015-01-03;17:00:00;252.78;34.52;218.26;14.99
2015-01-03;18:00:00;151.00;5.04;145.96;14.81
2015-01-03;19:00:00;222.02;164.36;57.66;14.17
2015-01-03;20:00:00;60.64;30.72;29.92;13.64
2015-01-03;21:00:00;0.00;0.00;0.00;12.86
2015-01-03;22:00:00;0.00;0.00;0.00;12.26
2015-01-03;23:00:00;0.00;0.00;0.00;11.82
2015-01-04;00:00:00;0.00;0.00;0.00;12.55
2015-01-04;01:00:00;0.00;0.00;0.00;12.23
2015-01-04;02:00:00;0.00;0.00;0.00;11.88
2015-01-04;03:00:00;0.00;0.00;0.00;11.35
2015-01-04;04:00:00;0.00;0.00;0.00;10.79
2015-01-04;05:00:00;0.00;0.00;0.00;10.19
2015-01-04;06:00:00;66.96;36.10;30.86;9.89
2015-01-04;07:00:00;118.52;0.00;118.52;10.61
2015-01-04;08:00:00;267.94;36.14;231.80;11.31
2015-01-04;09:00:00;460.10;124.98;335.12;12.21
2015-01-04;10:00:00;139.22;5.70;133.52;13.05
2015-01-04;11:00:00;170.82;13.74;157.08;13.79
2015-01-04;12:00:00;192.06;20.36;171.70;14.12
2015-01-04;13:00:00;163.00;12.18;150.82;14.59
2015-01-04;14:00:00;157.04;10.58;146.46;15.06
2015-01-04;15:00:00;139.98;6.38;133.60;15.33
2015-01-04;16:00:00;302.76;59.20;243.56;15.60
2015-01-04;17:00:00;215.20;24.26;190.94;15.87
2015-01-04;18:00:00;130.84;2.50;128.34;16.60
2015-01-04;19:00:00;109.94;0.00;109.94;15.40
2015-01-04;20:00:00;24.00;8.10;15.90;14.32
2015-01-04;21:00:00;0.00;0.00;0.00;13.05
2015-01-04;22:00:00;0.00;0.00;0.00;11.94
2015-01-04;23:00:00;0.00;0.00;0.00;11.00
2015-01-05;00:00:00;0.00;0.00;0.00;9.94
2015-01-05;01:00:00;0.00;0.00;0.00;8.96
2015-01-05;02:00:00;0.00;0.00;0.00;7.96
2015-01-05;03:00:00;0.00;0.00;0.00;7.41
2015-01-05;04:00:00;0.00;0.00;0.00;6.83
2015-01-05;05:00:00;0.00;0.00;0.00;6.21
2015-01-05;06:00:00;67.80;36.68;31.12;6.84
2015-01-05;07:00:00;122.52;0.02;122.50;7.75
2015-01-05;08:00:00;277.40;41.16;236.24;8.64
2015-01-05;09:00:00;476.14;137.26;338.88;9.68
2015-01-05;10:00:00;623.66;228.80;394.86;10.65
2015-01-05;11:00:00;794.84;344.30;450.54;11.52
2015-01-05;12:00:00;913.70;430.20;483.50;13.10
2015-01-05;13:00:00;707.30;293.10;414.20;13.98
2015-01-05;14:00:00;676.32;271.72;404.60;14.86
2015-01-05;15:00:00;590.40;214.94;375.46;14.57
2015-01-05;16:00:00;436.84;123.98;312.86;14.28
2015-01-05;17:00:00;306.30;57.94;248.36;13.99
2015-01-05;18:00:00;182.56;12.72;169.84;12.34
2015-01-05;19:00:00;121.46;0.00;121.46;11.67
2015-01-05;20:00:00;25.88;7.84;18.04;11.13
2015-01-05;21:00:00;0.00;0.00;0.00;10.59
2015-01-05;22:00:00;0.00;0.00;0.00;10.23
2015-01-05;23:00:00;0.00;0.00;0.00;10.03
2015-01-06;00:00:00;0.00;0.00;0.00;8.80
2015-01-06;01:00:00;0.00;0.00;0.00;8.63
2015-01-06;02:00:00;0.00;0.00;0.00;8.44
2015-01-06;03:00:00;0.00;0.00;0.00;8.80
2015-01-06;04:00:00;0.00;0.00;0.00;9.13
2015-01-06;05:00:00;0.00;0.00;0.00;9.42
2015-01-06;06:00:00;64.72;32.62;32.10;9.83
2015-01-06;07:00:00;235.58;177.82;57.76;10.55
2015-01-06;08:00:00;430.52;357.98;72.54;11.25
2015-01-06;09:00:00;620.74;538.02;82.72;12.34
2015-01-06;10:00:00;344.56;76.84;267.72;13.35
2015-01-06;11:00:00;433.16;123.04;310.12;14.27
2015-01-06;12:00:00;493.94;157.80;336.14;15.31
2015-01-06;13:00:00;509.44;167.62;341.82;16.03
2015-01-06;14:00:00;488.14;155.18;332.96;16.75
2015-01-06;15:00:00;428.08;120.98;307.10;16.20
2015-01-06;16:00:00;498.26;153.74;344.52;15.64
2015-01-06;17:00:00;347.42;73.90;273.52;15.08
2015-01-06;18:00:00;205.36;18.06;187.30;14.39
2015-01-06;19:00:00;235.50;179.16;56.34;13.36
2015-01-06;20:00:00;64.46;33.46;31.00;12.46
2015-01-06;21:00:00;0.00;0.00;0.00;11.35
2015-01-06;22:00:00;0.00;0.00;0.00;10.39
2015-01-06;23:00:00;0.00;0.00;0.00;9.61
2015-01-07;00:00:00;0.00;0.00;0.00;8.34
2015-01-07;01:00:00;0.00;0.00;0.00;7.81
2015-01-07;02:00:00;0.00;0.00;0.00;7.25
2015-01-07;03:00:00;0.00;0.00;0.00;6.77
2015-01-07;04:00:00;0.00;0.00;0.00;6.24
2015-01-07;05:00:00;0.00;0.00;0.00;5.68
2015-01-07;06:00:00;65.18;35.88;29.30;6.46
2015-01-07;07:00:00;82.40;0.00;82.40;7.40
2015-01-07;08:00:00;180.24;12.84;167.40;8.31
2015-01-07;09:00:00;301.52;57.58;243.94;9.57
2015-01-07;10:00:00;283.48;53.66;229.82;10.76
2015-01-07;11:00:00;354.26;88.16;266.10;11.85
2015-01-07;12:00:00;402.70;114.52;288.18;12.92
2015-01-07;13:00:00;363.92;95.04;268.88;13.92
2015-01-07;14:00:00;349.12;87.26;261.86;14.92
2015-01-07;15:00:00;307.72;66.48;241.24;14.62
2015-01-07;16:00:00;414.34;115.54;298.80;14.32
2015-01-07;17:00:00;291.68;54.12;237.56;14.02
2015-01-07;18:00:00;174.98;11.88;163.10;13.30
2015-01-07;19:00:00;238.56;187.62;50.94;12.40
2015-01-07;20:00:00;66.16;37.58;28.58;11.63
2015-01-07;21:00:00;0.00;0.00;0.00;11.00
2015-01-07;22:00:00;0.00;0.00;0.00;10.52
2015-01-07;23:00:00;0.00;0.00;0.00;10.22
2015-01-08;00:00:00;0.00;0.00;0.00;10.55
2015-01-08;01:00:00;0.00;0.00;0.00;10.46
2015-01-08;02:00:00;0.00;0.00;0.00;10.33
2015-01-08;03:00:00;0.00;0.00;0.00;10.20
2015-01-08;04:00:00;0.00;0.00;0.00;10.04
2015-01-08;05:00:00;0.00;0.00;0.00;9.83
2015-01-08;06:00:00;25.98;7.42;18.56;9.10
2015-01-08;07:00:00;84.04;0.00;84.04;9.86
2015-01-08;08:00:00;185.30;14.34;170.96;10.59
2015-01-08;09:00:00;311.38;62.24;249.14;11.57
2015-01-08;10:00:00;213.84;27.42;186.42;12.47
2015-01-08;11:00:00;265.40;48.28;217.12;13.28
2015-01-08;12:00:00;300.42;64.42;236.00;13.73
2015-01-08;13:00:00;329.42;78.20;251.22;14.49
2015-01-08;14:00:00;316.90;71.82;245.08;15.26
2015-01-08;15:00:00;280.18;54.28;225.90;15.61
2015-01-08;16:00:00;331.68;74.88;256.80;15.96
2015-01-08;17:00:00;235.64;32.60;203.04;16.30
2015-01-08;18:00:00;143.04;5.00;138.04;15.61
2015-01-08;19:00:00;234.32;183.00;51.32;14.68
2015-01-08;20:00:00;64.34;35.86;28.48;13.86
2015-01-08;21:00:00;0.00;0.00;0.00;13.00
2015-01-08;22:00:00;0.00;0.00;0.00;12.31
2015-01-08;23:00:00;0.00;0.00;0.00;11.78
2015-01-09;00:00:00;0.00;0.00;0.00;11.30
2015-01-09;01:00:00;0.00;0.00;0.00;10.78
2015-01-09;02:00:00;0.00;0.00;0.00;10.22
2015-01-09;03:00:00;0.00;0.00;0.00;9.68
2015-01-09;04:00:00;0.00;0.00;0.00;9.09
2015-01-09;05:00:00;0.00;0.00;0.00;8.47
2015-01-09;06:00:00;59.66;32.26;27.40;7.42
2015-01-09;07:00:00;87.30;0.00;87.30;8.23
2015-01-09;08:00:00;195.92;16.14;179.78;9.03
2015-01-09;09:00:00;333.12;69.06;264.06;10.06
2015-01-09;10:00:00;262.84;43.90;218.94;11.01
2015-01-09;11:00:00;329.34;74.06;255.28;11.87
2015-01-09;12:00:00;375.18;97.30;277.88;13.19
2015-01-09;13:00:00;747.94;315.76;432.18;13.84
2015-01-09;14:00:00;716.00;293.14;422.86;14.48
2015-01-09;15:00:00;624.68;232.04;392.64;14.19
2015-01-09;16:00:00;437.62;122.04;315.58;13.90
2015-01-09;17:00:00;306.06;56.40;249.66;13.61
2015-01-09;18:00:00;181.50;11.90;169.60;13.07
2015-01-09;19:00:00;231.24;174.46;56.78;12.30
2015-01-09;20:00:00;62.06;31.86;30.20;11.66
2015-01-09;21:00:00;0.00;0.00;0.00;10.91
2015-01-09;22:00:00;0.00;0.00;0.00;10.32
2015-01-09;23:00:00;0.00;0.00;0.00;9.90
2015-01-10;00:00:00;0.00;0.00;0.00;8.85
2015-01-10;01:00:00;0.00;0.00;0.00;8.52
2015-01-10;02:00:00;0.00;0.00;0.00;8.16
2015-01-10;03:00:00;0.00;0.00;0.00;7.74
2015-01-10;04:00:00;0.00;0.00;0.00;7.29
2015-01-10;05:00:00;0.00;0.00;0.00;6.80
2015-01-10;06:00:00;52.42;22.50;29.92;7.46
2015-01-10;07:00:00;70.90;0.00;70.90;8.11
2015-01-10;08:00:00;160.78;6.22;154.56;8.73
2015-01-10;09:00:00;274.10;40.54;233.56;9.65
2015-01-10;10:00:00;216.04;24.28;191.76;10.50
2015-01-10;11:00:00;270.46;44.62;225.84;11.25
2015-01-10;12:00:00;307.70;60.60;247.10;12.17
2015-01-10;13:00:00;304.36;59.22;245.14;12.84
2015-01-10;14:00:00;291.48;53.18;238.30;13.51
2015-01-10;15:00:00;256.02;38.24;217.78;13.67
2015-01-10;16:00:00;335.34;65.84;269.50;13.82
2015-01-10;17:00:00;233.60;25.52;208.08;13.97
2015-01-10;18:00:00;137.62;1.90;135.72;14.84
2015-01-10;19:00:00;105.74;0.00;105.74;14.16
2015-01-10;20:00:00;20.96;10.38;10.58;13.61
2015-01-10;21:00:00;0.00;0.00;0.00;13.09
2015-01-10;22:00:00;0.00;0.00;0.00;12.73
2015-01-10;23:00:00;0.00;0.00;0.00;12.53
2015-01-11;00:00:00;0.00;0.00;0.00;12.40
2015-01-11;01:00:00;0.00;0.00;0.00;12.42
2015-01-11;02:00:00;0.00;0.00;0.00;12.40
2015-01-11;03:00:00;0.00;0.00;0.00;12.59
2015-01-11;04:00:00;0.00;0.00;0.00;12.74
2015-01-11;05:00:00;0.00;0.00;0.00;12.85
2015-01-11;06:00:00;16.84;12.06;4.78;12.73
2015-01-11;07:00:00;53.44;1.78;51.66;13.35
2015-01-11;08:00:00;124.28;0.00;124.28;13.94
2015-01-11;09:00:00;215.00;15.94;199.06;14.42
2015-01-11;10:00:00;114.50;0.02;114.48;14.82
2015-01-11;11:00:00;142.22;3.94;138.28;15.13
2015-01-11;12:00:00;160.90;7.60;153.30;14.44
2015-01-11;13:00:00;80.84;0.00;80.84;14.94
2015-01-11;14:00:00;78.40;0.00;78.40;15.43
2015-01-11;15:00:00;70.44;0.00;70.44;14.64
2015-01-11;16:00:00;262.94;33.34;229.60;13.85
2015-01-11;17:00:00;184.94;10.48;174.46;13.06
2015-01-11;18:00:00;110.32;0.00;110.32;12.96
2015-01-11;19:00:00;93.92;0.00;93.92;11.73
2015-01-11;20:00:00;19.14;10.76;8.38;10.63
2015-01-11;21:00:00;0.00;0.00;0.00;9.72
2015-01-11;22:00:00;0.00;0.00;0.00;8.97
2015-01-11;23:00:00;0.00;0.00;0.00;8.40
2015-01-12;00:00:00;0.00;0.00;0.00;7.59
2015-01-12;01:00:00;0.00;0.00;0.00;6.96
2015-01-12;02:00:00;0.00;0.00;0.00;6.31
2015-01-12;03:00:00;0.00;0.00;0.00;6.66
2015-01-12;04:00:00;0.00;0.00;0.00;6.98
2015-01-12;05:00:00;0.00;0.00;0.00;7.25
2015-01-12;06:00:00;47.20;20.14;27.06;8.25
2015-01-12;07:00:00;207.12;149.94;57.18;9.03
2015-01-12;08:00:00;399.24;325.68;73.56;9.79
2015-01-12;09:00:00;590.38;506.84;83.54;10.60
2015-01-12;10:00:00;624.18;220.96;403.22;11.33
2015-01-12;11:00:00;808.52;345.04;463.48;11.97
2015-01-12;12:00:00;940.04;441.80;498.24;12.20
2015-01-12;13:00:00;786.92;341.66;445.26;12.66
2015-01-12;14:00:00;756.04;320.98;435.06;13.12
2015-01-12;15:00:00;661.80;257.84;403.96;13.39
2015-01-12;16:00:00;453.64;133.10;320.54;13.66
2015-01-12;17:00:00;318.42;63.68;254.74;13.93
2015-01-12;18:00:00;189.68;14.98;174.70;14.39
2015-01-12;19:00:00;121.70;0.08;121.62;13.97
2015-01-12;20:00:00;25.38;7.50;17.88;13.67
2015-01-12;21:00:00;0.00;0.00;0.00;13.41
2015-01-12;22:00:00;0.00;0.00;0.00;13.31
2015-01-12;23:00:00;0.00;0.00;0.00;13.38
2015-01-13;00:00:00;0.00;0.00;0.00;13.36
2015-01-13;01:00:00;0.00;0.00;0.00;13.37
2015-01-13;02:00:00;0.00;0.00;0.00;13.34
2015-01-13;03:00:00;0.00;0.00;0.00;13.21
2015-01-13;04:00:00;0.00;0.00;0.00;13.04
2015-01-13;05:00:00;0.00;0.00;0.00;12.83
2015-01-13;06:00:00;53.24;29.96;23.28;13.11
2015-01-13;07:00:00;84.94;0.00;84.94;13.53
2015-01-13;08:00:00;193.70;17.70;176.00;13.92
2015-01-13;09:00:00;331.04;73.88;257.16;14.56
2015-01-13;10:00:00;532.82;186.98;345.84;15.13
2015-01-13;11:00:00;681.14;286.26;394.88;15.60
2015-01-13;12:00:00;785.54;361.84;423.70;16.25
2015-01-13;13:00:00;774.92;355.56;419.36;16.88
2015-01-13;14:00:00;744.44;333.12;411.32;17.50
2015-01-13;15:00:00;652.78;268.20;384.58;16.89
2015-01-13;16:00:00;800.80;734.38;66.42;16.27
2015-01-13;17:00:00;634.42;572.18;62.24;15.65
2015-01-13;18:00:00;443.42;387.56;55.86;14.30
2015-01-13;19:00:00;245.32;199.66;45.66;13.20
2015-01-13;20:00:00;67.04;41.40;25.64;12.22
2015-01-13;21:00:00;0.00;0.00;0.00;11.10
2015-01-13;22:00:00;0.00;0.00;0.00;10.15
2015-01-13;23:00:00;0.00;0.00;0.00;9.37
2015-01-14;00:00:00;0.00;0.00;0.00;7.15
2015-01-14;01:00:00;0.00;0.00;0.00;6.54
2015-01-14;02:00:00;0.00;0.00;0.00;5.90
2015-01-14;03:00:00;0.00;0.00;0.00;5.51
2015-01-14;04:00:00;0.00;0.00;0.00;5.08
2015-01-14;05:00:00;0.00;0.00;0.00;4.61
2015-01-14;06:00:00;51.50;28.76;22.74;6.40
2015-01-14;07:00:00;224.68;178.74;45.94;7.41
2015-01-14;08:00:00;422.56;364.70;57.86;8.40
2015-01-14;09:00:00;615.82;550.18;65.64;9.85
2015-01-14;10:00:00;786.28;715.18;71.10;11.23
2015-01-14;11:00:00;919.44;844.54;74.90;12.51
2015-01-14;12:00:00;1005.06;927.80;77.26;14.71
2015-01-14;13:00:00;1034.40;955.76;78.64;15.76
2015-01-14;14:00:00;1006.82;928.16;78.66;16.82
2015-01-14;15:00:00;924.88;847.62;77.26;16.53
2015-01-14;16:00:00;715.80;294.18;421.62;16.22
2015-01-14;17:00:00;492.90;151.72;341.18;15.92
2015-01-14;18:00:00;285.30;46.56;238.74;14.21
2015-01-14;19:00:00;236.92;187.26;49.66;13.34
2015-01-14;20:00:00;62.34;35.60;26.74;12.59
2015-01-14;21:00:00;0.00;0.00;0.00;11.69
2015-01-14;22:00:00;0.00;0.00;0.00;10.96
2015-01-14;23:00:00;0.00;0.00;0.00;10.39
2015-01-15;00:00:00;0.00;0.00;0.00;9.05
2015-01-15;01:00:00;0.00;0.00;0.00;9.40
2015-01-15;02:00:00;0.00;0.00;0.00;9.72
2015-01-15;03:00:00;0.00;0.00;0.00;10.18
2015-01-15;04:00:00;0.00;0.00;0.00;10.60
2015-01-15;05:00:00;0.00;0.00;0.00;10.99
2015-01-15;06:00:00;43.50;20.72;22.78;11.52
2015-01-15;07:00:00;67.94;0.00;67.94;12.62
2015-01-15;08:00:00;157.08;6.88;150.20;13.70
2015-01-15;09:00:00;269.42;42.72;226.70;14.99
2015-01-15;10:00:00;255.04;40.34;214.70;16.20
2015-01-15;11:00:00;321.16;69.54;251.62;17.32
2015-01-15;12:00:00;366.74;92.16;274.58;17.62
2015-01-15;13:00:00;294.74;59.50;235.24;18.46
2015-01-15;14:00:00;284.32;54.78;229.54;19.31
2015-01-15;15:00:00;252.00;40.86;211.14;18.47
2015-01-15;16:00:00;345.16;78.02;267.14;17.62
2015-01-15;17:00:00;243.60;33.68;209.92;16.77
2015-01-15;18:00:00;146.00;4.96;141.04;17.17
2015-01-15;19:00:00;221.94;169.14;52.80;15.73
2015-01-15;20:00:00;56.36;29.36;27.00;14.43
2015-01-15;21:00:00;0.00;0.00;0.00;13.50
2015-01-15;22:00:00;0.00;0.00;0.00;12.74
2015-01-15;23:00:00;0.00;0.00;0.00;12.15
2015-01-16;00:00:00;0.00;0.00;0.00;12.61
2015-01-16;01:00:00;0.00;0.00;0.00;11.82
2015-01-16;02:00:00;0.00;0.00;0.00;10.99
2015-01-16;03:00:00;0.00;0.00;0.00;10.36
2015-01-16;04:00:00;0.00;0.00;0.00;9.68
2015-01-16;05:00:00;0.00;0.00;0.00;8.97
2015-01-16;06:00:00;40.74;18.90;21.84;7.36
2015-01-16;07:00:00;68.10;0.00;68.10;8.07
2015-01-16;08:00:00;160.00;7.54;152.46;8.76
2015-01-16;09:00:00;277.02;46.04;230.98;9.82
2015-01-16;10:00:00;259.20;42.52;216.68;10.80
2015-01-16;11:00:00;327.96;73.76;254.20;11.69
2015-01-16;12:00:00;376.18;98.52;277.66;12.51
2015-01-16;13:00:00;546.78;193.04;353.74;13.28
2015-01-16;14:00:00;525.76;180.00;345.76;14.05
2015-01-16;15:00:00;461.84;141.72;320.12;14.43
2015-01-16;16:00:00;402.68;107.12;295.56;14.81
2015-01-16;17:00:00;282.52;48.96;233.56;15.19
2015-01-16;18:00:00;167.92;9.66;158.26;14.17
2015-01-16;19:00:00;224.46;173.34;51.12;13.57
2015-01-16;20:00:00;56.64;30.44;26.20;13.08
2015-01-16;21:00:00;0.00;0.00;0.00;12.55
2015-01-16;22:00:00;0.00;0.00;0.00;12.19
2015-01-16;23:00:00;0.00;0.00;0.00;11.99
2015-01-17;00:00:00;0.00;0.00;0.00;11.56
2015-01-17;01:00:00;0.00;0.00;0.00;11.60
2015-01-17;02:00:00;0.00;0.00;0.00;11.59
2015-01-17;03:00:00;0.00;0.00;0.00;11.48
2015-01-17;04:00:00;0.00;0.00;0.00;11.32
2015-01-17;05:00:00;0.00;0.00;0.00;11.13
2015-01-17;06:00:00;38.34;17.68;20.66;10.57
2015-01-17;07:00:00;63.02;0.00;63.02;11.14
2015-01-17;08:00:00;147.88;5.40;142.48;11.70
2015-01-17;09:00:00;255.20;38.44;216.76;12.64
2015-01-17;10:00:00;148.10;8.00;140.10;13.50
2015-01-17;11:00:00;184.50;18.32;166.18;14.27
2015-01-17;12:00:00;209.64;26.98;182.66;14.54
2015-01-17;13:00:00;284.96;56.86;228.10;15.03
2015-01-17;14:00:00;275.34;52.60;222.74;15.51
2015-01-17;15:00:00;244.54;39.44;205.10;15.68
2015-01-17;16:00:00;289.74;56.20;233.54;15.84
2015-01-17;17:00:00;206.52;23.04;183.48;16.01
2015-01-17;18:00:00;125.52;2.22;123.30;16.71
2015-01-17;19:00:00;225.22;176.74;48.48;15.59
2015-01-17;20:00:00;56.58;31.50;25.08;14.60
2015-01-17;21:00:00;0.00;0.00;0.00;13.79
2015-01-17;22:00:00;0.00;0.00;0.00;13.14
2015-01-17;23:00:00;0.00;0.00;0.00;12.66
2015-01-18;00:00:00;0.00;0.00;0.00;12.36
2015-01-18;01:00:00;0.00;0.00;0.00;11.61
2015-01-18;02:00:00;0.00;0.00;0.00;10.82
2015-01-18;03:00:00;0.00;0.00;0.00;10.36
2015-01-18;04:00:00;0.00;0.00;0.00;9.86
2015-01-18;05:00:00;0.00;0.00;0.00;9.31
2015-01-18;06:00:00;38.22;19.10;19.12;8.35
2015-01-18;07:00:00;67.62;0.00;67.62;9.15
2015-01-18;08:00:00;159.28;8.74;150.54;9.93
2015-01-18;09:00:00;275.42;49.28;226.14;11.03
2015-01-18;10:00:00;237.44;37.20;200.24;12.07
2015-01-18;11:00:00;299.62;65.20;234.42;13.01
2015-01-18;12:00:00;343.30;87.56;255.74;13.68
2015-01-18;13:00:00;373.84;103.64;270.20;14.49
2015-01-18;14:00:00;360.82;96.38;264.44;15.29
2015-01-18;15:00:00;319.52;74.64;244.88;14.99
2015-01-18;16:00:00;473.84;152.40;321.44;14.69
2015-01-18;17:00:00;332.20;74.44;257.76;14.39
2015-01-18;18:00:00;197.00;18.78;178.22;12.99
2015-01-18;19:00:00;231.94;186.52;45.42;12.14
2015-01-18;20:00:00;58.16;33.98;24.18;11.42
2015-01-18;21:00:00;0.00;0.00;0.00;10.76
2015-01-18;22:00:00;0.00;0.00;0.00;10.27
2015-01-18;23:00:00;0.00;0.00;0.00;9.95
2015-01-19;00:00:00;0.00;0.00;0.00;9.36
2015-01-19;01:00:00;0.00;0.00;0.00;9.12
2015-01-19;02:00:00;0.00;0.00;0.00;8.85
2015-01-19;03:00:00;0.00;0.00;0.00;9.34
2015-01-19;04:00:00;0.00;0.00;0.00;9.80
2015-01-19;05:00:00;0.00;0.00;0.00;10.21
2015-01-19;06:00:00;36.38;17.86;18.52;10.82
2015-01-19;07:00:00;201.30;156.76;44.54;11.74
2015-01-19;08:00:00;396.02;338.44;57.58;12.64
2015-01-19;09:00:00;587.80;521.80;66.00;14.16
2015-01-19;10:00:00;757.78;685.86;71.92;15.60
2015-01-19;11:00:00;891.56;815.50;76.06;16.95
2015-01-19;12:00:00;978.28;899.60;78.68;19.38
2015-01-19;13:00:00;1011.62;932.50;79.12;20.58
2015-01-19;14:00:00;988.62;910.48;78.14;21.77
2015-01-19;15:00:00;910.96;835.20;75.76;21.20
2015-01-19;16:00:00;784.66;712.72;71.94;20.62
2015-01-19;17:00:00;619.70;553.28;66.42;20.05
2015-01-19;18:00:00;429.80;371.24;58.56;17.90
2015-01-19;19:00:00;233.02;186.32;46.70;16.79
2015-01-19;20:00:00;57.78;33.62;24.16;15.80
2015-01-19;21:00:00;0.00;0.00;0.00;14.58
2015-01-19;22:00:00;0.00;0.00;0.00;13.53
2015-01-19;23:00:00;0.00;0.00;0.00;12.65
2015-01-20;00:00:00;0.00;0.00;0.00;10.21
2015-01-20;01:00:00;0.00;0.00;0.00;9.39
2015-01-20;02:00:00;0.00;0.00;0.00;8.53
2015-01-20;03:00:00;0.00;0.00;0.00;8.18
2015-01-20;04:00:00;0.00;0.00;0.00;7.79
2015-01-20;05:00:00;0.00;0.00;0.00;7.36
2015-01-20;06:00:00;35.50;18.10;17.40;9.02
2015-01-20;07:00:00;204.66;162.26;42.40;10.02
2015-01-20;08:00:00;403.20;349.24;53.96;10.99
2015-01-20;09:00:00;598.32;537.40;60.92;12.42
2015-01-20;10:00:00;771.08;705.66;65.42;13.77
2015-01-20;11:00:00;907.10;838.92;68.18;15.03
2015-01-20;12:00:00;995.44;925.82;69.62;18.22
2015-01-20;13:00:00;1028.14;957.70;70.44;19.41
2015-01-20;14:00:00;1003.98;933.86;70.12;20.60
2015-01-20;15:00:00;924.64;855.98;68.66;19.98
2015-01-20;16:00:00;796.32;730.42;65.90;19.35
2015-01-20;17:00:00;628.96;567.38;61.58;18.72
2015-01-20;18:00:00;436.36;381.34;55.02;16.60
2015-01-20;19:00:00;236.58;192.10;44.48;15.31
2015-01-20;20:00:00;57.96;34.68;23.28;14.15
2015-01-20;21:00:00;0.00;0.00;0.00;12.95
2015-01-20;22:00:00;0.00;0.00;0.00;11.92
2015-01-20;23:00:00;0.00;0.00;0.00;11.05
2015-01-21;00:00:00;0.00;0.00;0.00;7.31
