speed,hourly_power,hour,Date
6.46,8.82,12,2010-07-06
7.04,9.92,13,2010-07-06
7.35,10.52,14,2010-07-06
8.17,12.09,15,2010-07-06
7.49,10.8,16,2010-07-06
7.52,10.85,17,2010-07-06
7.87,11.5,18,2010-07-06
8.44,12.59,19,2010-07-06
7.8,11.38,20,2010-07-06
9.05,13.78,21,2010-07-06
7.68,11.14,22,2010-07-06
6.99,9.83,23,2010-07-06
8.09,11.94,0,2010-07-07
10.14,15.85,1,2010-07-07
9.24,14.14,2,2010-07-07
9.67,14.96,3,2010-07-07
8.17,12.09,4,2010-07-07
7.79,11.36,5,2010-07-07
9.04,13.76,6,2010-07-07
5.05,6.13,7,2010-07-07
8.13,12.01,8,2010-07-07
8.58,12.87,9,2010-07-07
7.94,11.65,10,2010-07-07
8.29,12.32,11,2010-07-07
9.82,15.25,12,2010-07-07
10.73,16.99,13,2010-07-07
11.81,17.5,14,2010-07-07
10.09,15.76,15,2010-07-07
9.12,13.9,16,2010-07-07
5.23,6.47,17,2010-07-07
10.18,15.94,18,2010-07-07
12.04,17.5,19,2010-07-07
6.54,8.96,20,2010-07-07
8.73,13.16,21,2010-07-07
2.75,1.71,22,2010-07-07
4.01,4.13,23,2010-07-07
6.1,8.13,0,2010-07-08
5.4,6.8,1,2010-07-08
2.39,1.04,2,2010-07-08
6.5,8.89,3,2010-07-08
5.32,6.64,4,2010-07-08
3.61,3.37,5,2010-07-08
1.4,0.0,6,2010-07-08
3.12,2.42,7,2010-07-08
1.69,0.0,8,2010-07-08
2.45,1.15,9,2010-07-08
2.06,0.4,10,2010-07-08
4.71,5.47,11,2010-07-08
4.78,5.6,12,2010-07-08
7.33,10.49,13,2010-07-08
9.89,15.37,14,2010-07-08
8.88,13.45,15,2010-07-08
6.4,8.71,16,2010-07-08
4.5,5.07,17,2010-07-08
2.92,2.04,18,2010-07-08
3.64,3.42,19,2010-07-08
6.35,8.62,20,2010-07-08
5.34,6.67,21,2010-07-08
5.32,6.64,22,2010-07-08
8.58,12.87,23,2010-07-08
0.54,0.0,0,2010-07-09
1.67,0.0,1,2010-07-09
0.93,0.0,2,2010-07-09
1.91,0.11,3,2010-07-09
2.93,2.06,4,2010-07-09
5.43,6.85,5,2010-07-09
4.39,4.86,6,2010-07-09
7.22,10.27,7,2010-07-09
5.84,7.63,8,2010-07-09
6.26,8.43,9,2010-07-09
5.73,7.42,10,2010-07-09
6.56,9.02,11,2010-07-09
6.71,9.29,12,2010-07-09
6.54,8.96,13,2010-07-09
6.61,9.11,14,2010-07-09
4.99,6.0,15,2010-07-09
6.29,8.49,16,2010-07-09
6.05,8.03,17,2010-07-09
7.42,10.65,18,2010-07-09
7.02,9.89,19,2010-07-09
8.77,13.23,20,2010-07-09
12.84,17.5,21,2010-07-09
14.06,17.5,22,2010-07-09
11.92,17.5,23,2010-07-09
13.04,17.5,0,2010-07-10
9.54,14.7,1,2010-07-10
11.36,17.5,2,2010-07-10
11.17,17.5,3,2010-07-10
12.73,17.5,4,2010-07-10
14.55,17.5,5,2010-07-10
15.64,17.5,6,2010-07-10
15.14,17.5,7,2010-07-10
14.3,17.5,8,2010-07-10
12.52,17.5,9,2010-07-10
10.38,16.32,10,2010-07-10
5.1,6.22,11,2010-07-10
6.64,9.16,12,2010-07-10
3.44,3.04,13,2010-07-10
4.62,5.29,14,2010-07-10
5.23,6.47,15,2010-07-10
6.22,8.36,16,2010-07-10
4.81,5.65,17,2010-07-10
4.99,6.0,18,2010-07-10
3.41,2.98,19,2010-07-10
7.7,11.2,20,2010-07-10
4.82,5.67,21,2010-07-10
5.81,7.58,22,2010-07-10
3.44,3.04,23,2010-07-10
6.26,8.43,0,2010-07-11
3.98,4.07,1,2010-07-11
4.75,5.55,2,2010-07-11
4.7,5.45,3,2010-07-11
4.92,5.87,4,2010-07-11
5.83,7.62,5,2010-07-11
3.91,3.95,6,2010-07-11
5.16,6.33,7,2010-07-11
4.11,4.33,8,2010-07-11
5.05,6.13,9,2010-07-11
4.89,5.82,10,2010-07-11
4.45,4.96,11,2010-07-11
4.58,5.22,12,2010-07-11
5.37,6.73,13,2010-07-11
3.38,2.93,14,2010-07-11
2.7,1.62,15,2010-07-11
4.32,4.73,16,2010-07-11
5.85,7.65,17,2010-07-11
6.05,8.03,18,2010-07-11
6.35,8.6,19,2010-07-11
5.82,7.6,20,2010-07-11
6.09,8.11,21,2010-07-11
7.03,9.91,22,2010-07-11
6.46,8.82,23,2010-07-11
6.19,8.31,0,2010-07-12
5.72,7.4,1,2010-07-12
5.97,7.87,2,2010-07-12
5.71,7.38,3,2010-07-12
5.16,6.33,4,2010-07-12
3.68,3.49,5,2010-07-12
2.52,1.28,6,2010-07-12
2.84,1.89,7,2010-07-12
2.88,1.97,8,2010-07-12
3.32,2.8,9,2010-07-12
3.32,2.82,10,2010-07-12
2.56,1.35,11,2010-07-12
2.33,0.91,12,2010-07-12
3.66,3.46,13,2010-07-12
5.94,7.82,14,2010-07-12
5.75,7.45,15,2010-07-12
5.82,7.6,16,2010-07-12
6.09,8.11,17,2010-07-12
6.03,8.0,18,2010-07-12
6.05,8.03,19,2010-07-12
5.74,7.43,20,2010-07-12
6.04,8.02,21,2010-07-12
6.12,8.16,22,2010-07-12
4.78,5.6,23,2010-07-12
5.92,7.78,0,2010-07-13
4.19,4.47,1,2010-07-13
3.8,3.73,2,2010-07-13
4.72,5.49,3,2010-07-13
5.52,7.02,4,2010-07-13
5.62,7.22,5,2010-07-13
4.43,4.93,6,2010-07-13
4.38,4.84,7,2010-07-13
4.31,4.71,8,2010-07-13
4.88,5.8,9,2010-07-13
6.06,8.05,10,2010-07-13
6.47,8.83,11,2010-07-13
6.58,9.05,12,2010-07-13
5.92,7.78,13,2010-07-13
5.3,6.6,14,2010-07-13
5.46,6.91,15,2010-07-13
5.35,6.69,16,2010-07-13
5.66,7.29,17,2010-07-13
6.55,9.0,18,2010-07-13
5.91,7.76,19,2010-07-13
5.28,6.56,20,2010-07-13
5.17,6.34,21,2010-07-13
4.01,4.13,22,2010-07-13
3.7,3.53,23,2010-07-13
4.69,5.44,0,2010-07-14
4.69,5.44,1,2010-07-14
5.25,6.51,2,2010-07-14
5.77,7.49,3,2010-07-14
6.37,8.65,4,2010-07-14
6.46,8.82,5,2010-07-14
6.04,8.02,6,2010-07-14
5.42,6.84,7,2010-07-14
3.5,3.15,8,2010-07-14
4.04,4.18,9,2010-07-14
5.43,6.85,10,2010-07-14
5.9,7.74,11,2010-07-14
4.74,5.53,12,2010-07-14
0.28,0.0,13,2010-07-14
1.6,0.0,14,2010-07-14
1.79,0.0,15,2010-07-14
0.93,0.0,16,2010-07-14
5.21,6.44,17,2010-07-14
4.39,4.86,18,2010-07-14
3.63,3.4,19,2010-07-14
1.01,0.0,20,2010-07-14
3.76,3.66,21,2010-07-14
2.71,1.64,22,2010-07-14
2.62,1.48,23,2010-07-14
2.28,0.82,0,2010-07-15
3.06,2.31,1,2010-07-15
3.64,3.42,2,2010-07-15
1.59,0.0,3,2010-07-15
5.04,6.11,4,2010-07-15
3.7,3.53,5,2010-07-15
4.99,6.0,6,2010-07-15
2.08,0.44,7,2010-07-15
4.49,5.05,8,2010-07-15
1.8,0.0,9,2010-07-15
1.8,0.0,10,2010-07-15
2.24,0.75,11,2010-07-15
1.8,0.0,12,2010-07-15
1.71,0.0,13,2010-07-15
1.77,0.0,14,2010-07-15
1.73,0.0,15,2010-07-15
0.95,0.0,16,2010-07-15
1.87,0.04,17,2010-07-15
2.23,0.73,18,2010-07-15
1.78,0.0,19,2010-07-15
1.59,0.0,20,2010-07-15
1.69,0.0,21,2010-07-15
1.84,0.0,22,2010-07-15
1.28,0.0,23,2010-07-15
1.36,0.0,0,2010-07-16
1.57,0.0,1,2010-07-16
1.92,0.13,2,2010-07-16
1.49,0.0,3,2010-07-16
1.67,0.0,4,2010-07-16
1.33,0.0,5,2010-07-16
2.26,0.79,6,2010-07-16
3.34,2.86,7,2010-07-16
2.29,0.84,8,2010-07-16
2.43,1.11,9,2010-07-16
1.89,0.08,10,2010-07-16
1.66,0.0,11,2010-07-16
1.56,0.0,12,2010-07-16
0.76,0.0,13,2010-07-16
0.52,0.0,14,2010-07-16
0.99,0.0,15,2010-07-16
1.48,0.0,16,2010-07-16
1.95,0.19,17,2010-07-16
2.54,1.31,18,2010-07-16
3.34,2.86,19,2010-07-16
3.54,3.24,20,2010-07-16
3.13,2.46,21,2010-07-16
3.34,2.86,22,2010-07-16
3.51,3.18,23,2010-07-16
2.6,1.44,0,2010-07-17
3.83,3.78,1,2010-07-17
4.19,4.47,2,2010-07-17
4.06,4.22,3,2010-07-17
3.96,4.04,4,2010-07-17
3.57,3.29,5,2010-07-17
4.02,4.15,6,2010-07-17
4.49,5.05,7,2010-07-17
4.06,4.22,8,2010-07-17
4.3,4.69,9,2010-07-17
4.24,4.56,10,2010-07-17
4.54,5.15,11,2010-07-17
4.48,5.04,12,2010-07-17
4.02,4.15,13,2010-07-17
3.99,4.09,14,2010-07-17
3.64,3.42,15,2010-07-17
2.85,1.91,16,2010-07-17
1.69,0.0,17,2010-07-17
1.27,0.0,18,2010-07-17
0.9,0.0,19,2010-07-17
0.32,0.0,20,2010-07-17
1.32,0.0,21,2010-07-17
0.67,0.0,22,2010-07-17
0.56,0.0,23,2010-07-17
0.37,0.0,0,2010-07-18
0.65,0.0,1,2010-07-18
2.04,0.37,2,2010-07-18
2.14,0.55,3,2010-07-18
4.45,4.98,4,2010-07-18
2.89,1.98,5,2010-07-18
4.68,5.42,6,2010-07-18
4.98,5.98,7,2010-07-18
5.13,6.27,8,2010-07-18
5.79,7.54,9,2010-07-18
5.33,6.65,10,2010-07-18
5.25,6.51,11,2010-07-18
7.3,10.41,12,2010-07-18
5.23,6.47,13,2010-07-18
7.65,11.09,14,2010-07-18
8.45,12.63,15,2010-07-18
8.67,13.05,16,2010-07-18
6.89,9.63,17,2010-07-18
9.47,14.57,18,2010-07-18
11.68,17.5,19,2010-07-18
9.79,15.19,20,2010-07-18
10.37,16.3,21,2010-07-18
11.27,17.5,22,2010-07-18
10.88,17.26,23,2010-07-18
10.62,16.77,0,2010-07-19
10.7,16.92,1,2010-07-19
11.32,17.5,2,2010-07-19
12.57,17.5,3,2010-07-19
9.57,14.77,4,2010-07-19
10.92,17.35,5,2010-07-19
10.38,16.32,6,2010-07-19
11.03,17.5,7,2010-07-19
9.8,15.21,8,2010-07-19
9.25,14.16,9,2010-07-19
7.67,11.12,10,2010-07-19
9.06,13.79,11,2010-07-19
4.22,4.53,12,2010-07-19
3.97,4.06,13,2010-07-19
5.04,6.11,14,2010-07-19
3.62,3.38,15,2010-07-19
1.82,0.0,16,2010-07-19
1.23,0.0,17,2010-07-19
0.62,0.0,18,2010-07-19
1.67,0.0,19,2010-07-19
1.04,0.0,20,2010-07-19
5.74,7.43,21,2010-07-19
0.83,0.0,22,2010-07-19
4.43,4.93,23,2010-07-19
2.34,0.93,0,2010-07-20
2.65,1.53,1,2010-07-20
3.04,2.28,2,2010-07-20
3.44,3.04,3,2010-07-20
3.89,3.91,4,2010-07-20
3.17,2.53,5,2010-07-20
3.72,3.58,6,2010-07-20
3.26,2.69,7,2010-07-20
3.51,3.18,8,2010-07-20
3.97,4.06,9,2010-07-20
1.8,0.0,10,2010-07-20
1.88,0.06,11,2010-07-20
2.9,2.0,12,2010-07-20
5.0,6.02,13,2010-07-20
5.87,7.69,14,2010-07-20
4.25,4.58,15,2010-07-20
3.44,3.04,16,2010-07-20
2.37,0.99,17,2010-07-20
4.84,5.73,18,2010-07-20
5.67,7.31,19,2010-07-20
3.98,4.07,20,2010-07-20
3.6,3.35,21,2010-07-20
2.86,1.93,22,2010-07-20
2.74,1.69,23,2010-07-20
2.13,0.53,0,2010-07-21
0.78,0.0,1,2010-07-21
1.89,0.08,2,2010-07-21
1.7,0.0,3,2010-07-21
1.49,0.0,4,2010-07-21
1.58,0.0,5,2010-07-21
1.65,0.0,6,2010-07-21
2.19,0.66,7,2010-07-21
1.09,0.0,8,2010-07-21
2.05,0.39,9,2010-07-21
1.75,0.0,10,2010-07-21
1.1,0.0,11,2010-07-21
2.1,0.48,12,2010-07-21
1.83,0.0,13,2010-07-21
2.88,1.97,14,2010-07-21
0.93,0.0,15,2010-07-21
0.85,0.0,16,2010-07-21
1.11,0.0,17,2010-07-21
1.26,0.0,18,2010-07-21
1.83,0.0,19,2010-07-21
2.72,1.66,20,2010-07-21
2.86,1.93,21,2010-07-21
2.87,1.95,22,2010-07-21
2.82,1.86,23,2010-07-21
3.86,3.84,0,2010-07-22
3.49,3.13,1,2010-07-22
3.69,3.51,2,2010-07-22
3.71,3.57,3,2010-07-22
4.08,4.27,4,2010-07-22
4.78,5.6,5,2010-07-22
4.38,4.84,6,2010-07-22
5.39,6.76,7,2010-07-22
6.68,9.23,8,2010-07-22
8.37,12.47,9,2010-07-22
9.42,14.48,10,2010-07-22
9.07,13.81,11,2010-07-22
10.24,16.05,12,2010-07-22
9.44,14.52,13,2010-07-22
8.3,12.34,14,2010-07-22
7.04,9.92,15,2010-07-22
6.68,9.23,16,2010-07-22
7.62,11.03,17,2010-07-22
6.41,8.72,18,2010-07-22
9.58,14.79,19,2010-07-22
8.66,13.03,20,2010-07-22
9.68,14.97,21,2010-07-22
8.99,13.65,22,2010-07-22
6.74,9.36,23,2010-07-22
9.16,13.97,0,2010-07-23
7.83,11.43,1,2010-07-23
6.76,9.4,2,2010-07-23
7.54,10.89,3,2010-07-23
7.4,10.61,4,2010-07-23
6.68,9.23,5,2010-07-23
7.19,10.21,6,2010-07-23
7.86,11.49,7,2010-07-23
5.82,7.6,8,2010-07-23
7.91,11.6,9,2010-07-23
8.95,13.58,10,2010-07-23
9.58,14.79,11,2010-07-23
9.38,14.39,12,2010-07-23
7.08,10.0,13,2010-07-23
6.81,9.49,14,2010-07-23
6.45,8.8,15,2010-07-23
5.01,6.04,16,2010-07-23
4.72,5.49,17,2010-07-23
4.17,4.44,18,2010-07-23
3.32,2.82,19,2010-07-23
2.4,1.06,20,2010-07-23
2.3,0.86,21,2010-07-23
2.82,1.86,22,2010-07-23
4.26,4.6,23,2010-07-23
4.65,5.36,0,2010-07-24
1.62,0.0,1,2010-07-24
3.17,2.53,2,2010-07-24
3.33,2.84,3,2010-07-24
0.73,0.0,4,2010-07-24
0.41,0.0,5,2010-07-24
1.34,0.0,6,2010-07-24
0.21,0.0,7,2010-07-24
1.32,0.0,8,2010-07-24
0.78,0.0,9,2010-07-24
2.68,1.58,10,2010-07-24
3.09,2.37,11,2010-07-24
3.37,2.91,12,2010-07-24
2.2,0.68,13,2010-07-24
1.87,0.04,14,2010-07-24
1.01,0.0,15,2010-07-24
0.72,0.0,16,2010-07-24
2.0,0.3,17,2010-07-24
1.5,0.0,18,2010-07-24
1.37,0.0,19,2010-07-24
2.47,1.19,20,2010-07-24
3.33,2.84,21,2010-07-24
3.68,3.49,22,2010-07-24
3.22,2.62,23,2010-07-24
3.39,2.95,0,2010-07-25
4.47,5.02,1,2010-07-25
4.86,5.76,2,2010-07-25
5.05,6.13,3,2010-07-25
5.21,6.42,4,2010-07-25
5.51,7.0,5,2010-07-25
6.67,9.22,6,2010-07-25
3.66,3.46,7,2010-07-25
3.8,3.73,8,2010-07-25
5.82,7.6,9,2010-07-25
7.47,10.74,10,2010-07-25
8.49,12.7,11,2010-07-25
8.2,12.14,12,2010-07-25
7.54,10.89,13,2010-07-25
6.36,8.63,14,2010-07-25
4.15,4.4,15,2010-07-25
3.22,2.62,16,2010-07-25
2.69,1.6,17,2010-07-25
5.14,6.29,18,2010-07-25
4.51,5.09,19,2010-07-25
3.63,3.4,20,2010-07-25
3.57,3.29,21,2010-07-25
3.9,3.93,22,2010-07-25
3.73,3.6,23,2010-07-25
3.06,2.31,0,2010-07-26
2.07,0.42,1,2010-07-26
3.33,2.84,2,2010-07-26
3.59,3.33,3,2010-07-26
3.76,3.66,4,2010-07-26
4.57,5.2,5,2010-07-26
4.37,4.82,6,2010-07-26
5.73,7.42,7,2010-07-26
7.06,9.96,8,2010-07-26
5.89,7.73,9,2010-07-26
7.05,9.94,10,2010-07-26
10.63,16.79,11,2010-07-26
11.71,17.5,12,2010-07-26
12.69,17.5,13,2010-07-26
11.7,17.5,14,2010-07-26
12.31,17.5,15,2010-07-26
10.77,17.06,16,2010-07-26
9.44,14.52,17,2010-07-26
9.24,14.14,18,2010-07-26
10.53,16.61,19,2010-07-26
10.13,15.83,20,2010-07-26
11.53,17.5,21,2010-07-26
12.58,17.5,22,2010-07-26
11.87,17.5,23,2010-07-26
12.77,17.5,0,2010-07-27
11.73,17.5,1,2010-07-27
13.64,17.5,2,2010-07-27
10.63,16.79,3,2010-07-27
7.43,10.67,4,2010-07-27
8.21,12.16,5,2010-07-27
4.63,5.31,6,2010-07-27
8.88,13.45,7,2010-07-27
5.78,7.53,8,2010-07-27
4.36,4.8,9,2010-07-27
4.15,4.4,10,2010-07-27
7.16,10.16,11,2010-07-27
7.7,11.2,12,2010-07-27
11.36,17.5,13,2010-07-27
7.27,10.36,14,2010-07-27
7.28,10.38,15,2010-07-27
4.24,4.56,16,2010-07-27
6.19,8.31,17,2010-07-27
8.44,12.61,18,2010-07-27
8.31,12.36,19,2010-07-27
7.93,11.63,20,2010-07-27
6.11,8.14,21,2010-07-27
4.9,5.84,22,2010-07-27
5.41,6.82,23,2010-07-27
6.44,8.78,0,2010-07-28
7.31,10.45,1,2010-07-28
8.33,12.39,2,2010-07-28
7.57,10.94,3,2010-07-28
8.56,12.83,4,2010-07-28
9.92,15.43,5,2010-07-28
10.24,16.05,6,2010-07-28
9.18,14.01,7,2010-07-28
8.54,12.79,8,2010-07-28
7.19,10.21,9,2010-07-28
7.35,10.52,10,2010-07-28
9.56,14.74,11,2010-07-28
11.64,17.5,12,2010-07-28
9.58,14.79,13,2010-07-28
10.88,17.26,14,2010-07-28
8.51,12.74,15,2010-07-28
9.99,15.57,16,2010-07-28
9.44,14.52,17,2010-07-28
11.98,17.5,18,2010-07-28
9.06,13.79,19,2010-07-28
11.08,17.5,20,2010-07-28
11.14,17.5,21,2010-07-28
10.82,17.15,22,2010-07-28
12.13,17.5,23,2010-07-28
8.32,12.38,0,2010-07-29
8.94,13.56,1,2010-07-29
6.5,8.89,2,2010-07-29
6.48,8.85,3,2010-07-29
4.21,4.51,4,2010-07-29
5.39,6.76,5,2010-07-29
6.95,9.76,6,2010-07-29
3.96,4.04,7,2010-07-29
7.17,10.18,8,2010-07-29
6.23,8.38,9,2010-07-29
6.34,8.58,10,2010-07-29
4.76,5.56,11,2010-07-29
4.97,5.96,12,2010-07-29
4.12,4.35,13,2010-07-29
4.51,5.09,14,2010-07-29
3.36,2.89,15,2010-07-29
2.56,1.35,16,2010-07-29
1.84,0.0,17,2010-07-29
2.43,1.11,18,2010-07-29
3.53,3.22,19,2010-07-29
5.44,6.87,20,2010-07-29
3.89,3.91,21,2010-07-29
3.12,2.42,22,2010-07-29
4.33,4.75,23,2010-07-29
4.44,4.95,0,2010-07-30
4.07,4.24,1,2010-07-30
2.67,1.57,2,2010-07-30
9.0,13.68,3,2010-07-30
9.29,14.23,4,2010-07-30
9.18,14.01,5,2010-07-30
7.9,11.58,6,2010-07-30
8.1,11.96,7,2010-07-30
7.8,11.38,8,2010-07-30
7.99,11.74,9,2010-07-30
7.91,11.6,10,2010-07-30
5.62,7.22,11,2010-07-30
6.22,8.36,12,2010-07-30
1.71,0.0,13,2010-07-30
2.2,0.68,14,2010-07-30
0.32,0.0,15,2010-07-30
1.04,0.0,16,2010-07-30
4.63,5.31,17,2010-07-30
5.69,7.34,18,2010-07-30
4.5,5.07,19,2010-07-30
2.21,0.69,20,2010-07-30
2.98,2.17,21,2010-07-30
3.57,3.29,22,2010-07-30
3.73,3.6,23,2010-07-30
4.02,4.15,0,2010-07-31
2.5,1.24,1,2010-07-31
3.32,2.82,2,2010-07-31
5.55,7.07,3,2010-07-31
5.33,6.65,4,2010-07-31
5.11,6.24,5,2010-07-31
4.32,4.73,6,2010-07-31
4.43,4.93,7,2010-07-31
4.46,5.0,8,2010-07-31
4.61,5.27,9,2010-07-31
4.65,5.36,10,2010-07-31
3.8,3.73,11,2010-07-31
3.86,3.84,12,2010-07-31
1.65,0.0,13,2010-07-31
1.71,0.0,14,2010-07-31
0.68,0.0,15,2010-07-31
0.95,0.0,16,2010-07-31
2.77,1.77,17,2010-07-31
3.29,2.75,18,2010-07-31
2.89,1.98,19,2010-07-31
1.94,0.17,20,2010-07-31
2.38,1.02,21,2010-07-31
3.38,2.93,22,2010-07-31
3.37,2.91,23,2010-07-31
0.48,0.0,0,2010-08-01
0.93,0.0,1,2010-08-01
3.99,4.09,2,2010-08-01
2.09,0.46,3,2010-08-01
1.38,0.0,4,2010-08-01
1.04,0.0,5,2010-08-01
0.75,0.0,6,2010-08-01
0.76,0.0,7,2010-08-01
1.13,0.0,8,2010-08-01
1.22,0.0,9,2010-08-01
1.4,0.0,10,2010-08-01
1.99,0.26,11,2010-08-01
1.49,0.0,12,2010-08-01
1.6,0.0,13,2010-08-01
1.22,0.0,14,2010-08-01
1.05,0.0,15,2010-08-01
0.85,0.0,16,2010-08-01
0.91,0.0,17,2010-08-01
0.88,0.0,18,2010-08-01
1.27,0.0,19,2010-08-01
1.67,0.0,20,2010-08-01
1.8,0.0,21,2010-08-01
3.19,2.57,22,2010-08-01
3.01,2.22,23,2010-08-01
1.96,0.2,0,2010-08-02
2.26,0.79,1,2010-08-02
1.82,0.0,2,2010-08-02
1.52,0.0,3,2010-08-02
2.44,1.13,4,2010-08-02
2.56,1.35,5,2010-08-02
2.6,1.44,6,2010-08-02
2.8,1.82,7,2010-08-02
3.39,2.95,8,2010-08-02
3.16,2.51,9,2010-08-02
2.45,1.15,10,2010-08-02
2.16,0.59,11,2010-08-02
3.31,2.78,12,2010-08-02
2.38,1.02,13,2010-08-02
2.0,0.3,14,2010-08-02
1.62,0.0,15,2010-08-02
2.24,0.75,16,2010-08-02
2.61,1.46,17,2010-08-02
2.24,0.75,18,2010-08-02
2.82,1.86,19,2010-08-02
2.09,0.46,20,2010-08-02
1.15,0.0,21,2010-08-02
1.18,0.0,22,2010-08-02
1.97,0.22,23,2010-08-02
3.44,3.04,0,2010-08-03
2.45,1.15,1,2010-08-03
2.55,1.33,2,2010-08-03
2.06,0.4,3,2010-08-03
1.81,0.0,4,2010-08-03
2.89,1.98,5,2010-08-03
2.62,1.48,6,2010-08-03
2.38,1.02,7,2010-08-03
2.12,0.51,8,2010-08-03
1.86,0.02,9,2010-08-03
2.81,1.84,10,2010-08-03
2.76,1.75,11,2010-08-03
1.0,0.0,12,2010-08-03
1.32,0.0,13,2010-08-03
1.98,0.24,14,2010-08-03
1.88,0.06,15,2010-08-03
1.04,0.0,16,2010-08-03
1.34,0.0,17,2010-08-03
1.59,0.0,18,2010-08-03
2.2,0.68,19,2010-08-03
1.06,0.0,20,2010-08-03
1.95,0.19,21,2010-08-03
3.49,3.13,22,2010-08-03
3.53,3.22,23,2010-08-03
3.36,2.89,0,2010-08-04
3.14,2.48,1,2010-08-04
2.92,2.04,2,2010-08-04
2.77,1.77,3,2010-08-04
2.46,1.17,4,2010-08-04
3.31,2.78,5,2010-08-04
3.91,3.95,6,2010-08-04
3.24,2.66,7,2010-08-04
2.01,0.31,8,2010-08-04
2.97,2.15,9,2010-08-04
4.1,4.31,10,2010-08-04
3.75,3.64,11,2010-08-04
3.35,2.87,12,2010-08-04
2.61,1.46,13,2010-08-04
0.11,0.0,14,2010-08-04
0.95,0.0,15,2010-08-04
3.51,3.17,16,2010-08-04
2.58,1.4,17,2010-08-04
3.71,3.57,18,2010-08-04
3.51,3.18,19,2010-08-04
3.4,2.97,20,2010-08-04
3.56,3.27,21,2010-08-04
4.84,5.73,22,2010-08-04
5.87,7.69,23,2010-08-04
6.95,9.76,0,2010-08-05
8.97,13.61,1,2010-08-05
7.64,11.07,2,2010-08-05
8.4,12.52,3,2010-08-05
8.4,12.52,4,2010-08-05
9.62,14.87,5,2010-08-05
8.24,12.21,6,2010-08-05
10.5,16.54,7,2010-08-05
10.71,16.94,8,2010-08-05
11.12,17.5,9,2010-08-05
9.41,14.47,10,2010-08-05
9.11,13.88,11,2010-08-05
11.01,17.5,12,2010-08-05
12.73,17.5,13,2010-08-05
10.02,15.63,14,2010-08-05
15.15,17.5,15,2010-08-05
13.11,17.5,16,2010-08-05
8.78,13.25,17,2010-08-05
4.69,5.44,18,2010-08-05
5.82,7.6,19,2010-08-05
6.05,8.03,20,2010-08-05
5.87,7.69,21,2010-08-05
6.87,9.6,22,2010-08-05
7.59,10.98,23,2010-08-05
8.62,12.96,0,2010-08-06
9.17,13.99,1,2010-08-06
9.34,14.32,2,2010-08-06
11.02,17.5,3,2010-08-06
7.81,11.4,4,2010-08-06
7.28,10.38,5,2010-08-06
5.36,6.71,6,2010-08-06
5.85,7.65,7,2010-08-06
7.24,10.31,8,2010-08-06
7.66,11.1,9,2010-08-06
7.2,10.23,10,2010-08-06
5.81,7.58,11,2010-08-06
6.17,8.27,12,2010-08-06
5.64,7.25,13,2010-08-06
5.42,6.84,14,2010-08-06
5.47,6.93,15,2010-08-06
6.82,9.51,16,2010-08-06
5.27,6.54,17,2010-08-06
6.89,9.63,18,2010-08-06
7.41,10.63,19,2010-08-06
5.75,7.45,20,2010-08-06
5.9,7.74,21,2010-08-06
4.3,4.69,22,2010-08-06
3.41,2.98,23,2010-08-06
4.43,4.93,0,2010-08-07
5.14,6.29,1,2010-08-07
4.56,5.18,2,2010-08-07
5.83,7.62,3,2010-08-07
5.64,7.25,4,2010-08-07
5.39,6.76,5,2010-08-07
4.41,4.89,6,2010-08-07
4.27,4.64,7,2010-08-07
6.71,9.29,8,2010-08-07
6.18,8.29,9,2010-08-07
6.22,8.36,10,2010-08-07
6.8,9.47,11,2010-08-07
7.24,10.31,12,2010-08-07
7.21,10.25,13,2010-08-07
7.68,11.14,14,2010-08-07
7.85,11.47,15,2010-08-07
7.74,11.27,16,2010-08-07
7.9,11.58,17,2010-08-07
8.04,11.83,18,2010-08-07
8.89,13.47,19,2010-08-07
7.09,10.01,20,2010-08-07
6.17,8.27,21,2010-08-07
5.87,7.69,22,2010-08-07
6.31,8.52,23,2010-08-07
5.41,6.82,0,2010-08-08
5.41,6.82,1,2010-08-08
7.81,11.4,2,2010-08-08
3.55,3.26,3,2010-08-08
5.32,6.64,4,2010-08-08
7.08,10.0,5,2010-08-08
6.48,8.85,6,2010-08-08
6.54,8.98,7,2010-08-08
7.77,11.32,8,2010-08-08
7.89,11.56,9,2010-08-08
7.6,11.0,10,2010-08-08
7.87,11.52,11,2010-08-08
8.26,12.27,12,2010-08-08
8.19,12.12,13,2010-08-08
8.55,12.81,14,2010-08-08
7.47,10.74,15,2010-08-08
7.24,10.31,16,2010-08-08
7.57,10.94,17,2010-08-08
8.52,12.76,18,2010-08-08
10.09,15.76,19,2010-08-08
6.5,8.89,20,2010-08-08
3.78,3.69,21,2010-08-08
1.98,0.24,22,2010-08-08
0.72,0.0,23,2010-08-08
1.25,0.0,0,2010-08-09
2.37,0.99,1,2010-08-09
3.0,2.2,2,2010-08-09
2.79,1.8,3,2010-08-09
2.99,2.18,4,2010-08-09
1.86,0.02,5,2010-08-09
1.82,0.0,6,2010-08-09
2.8,1.82,7,2010-08-09
2.34,0.93,8,2010-08-09
1.23,0.0,9,2010-08-09
1.99,0.26,10,2010-08-09
1.27,0.0,11,2010-08-09
1.26,0.0,12,2010-08-09
1.18,0.0,13,2010-08-09
0.96,0.0,14,2010-08-09
0.7,0.0,15,2010-08-09
0.68,0.0,16,2010-08-09
1.96,0.2,17,2010-08-09
